place_id,name,district,lat,lon,has_kids_classes,has_women_classes,has_open_mat,drop_in_fee,beginner_classes,family_friendly,accessible_entrance,speaks_english,speaks_portuguese,gi_class,no_gi_class,whatsapp_number,instagram,facebook,about,overall_rating,num_reviews,reviews_link,photo_link,logo_link,has_adult_classes
ChIJOfOF4ui9BZERNEHtLiFSW_U,Dojo Lurin,Lurin,-12.2764449,-76.8717649,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51940784789,https://www.instagram.com/dojolurin/?hl=en,https://www.facebook.com/p/Dojo-Lurin-100039886373532/,"Academia de Artes Marciales Jiu Jitsu, Muay Thai, Karate & MMA",4.7,34,https://search.google.com/local/reviews?placeid=ChIJOfOF4ui9BZERNEHtLiFSW_U,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfCbZ1aWEbJvS8BvMkfC-Ia30c-kUtyn8DgZxDgMSWVX8A7sLWWRTBwaGccM1fZfdV1bATQIkwoudlmBKNwZ6_ux-0ez5Cw0sR9wB1D-108xVgvTVpPDqptTz_D4r5PmbDb873gw=w800-h500-k-no,,TRUE
ChIJvXw3qH7JBZERLNp_Vfw8XJo,Dojo Mentesaiko,Surquillo,-12.1139094,-77.0154485,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51920207678,https://www.instagram.com/dojomentesaiko.bjjmma,https://www.facebook.com/dojomentesaikobjjmma/,Descubre tu fuerza interior y habilidades en artes marciales con nosotros.,5,12,https://search.google.com/local/reviews?placeid=ChIJvXw3qH7JBZERLNp_Vfw8XJo,https://lh3.googleusercontent.com/p/AF1QipMSI5_E2JyiqLSe7b-5cf4S9DFMK9MnewwMbUxJ=w800-h500-k-no,https://lh3.googleusercontent.com/-o8Cg7qPMaQo/AAAAAAAAAAI/AAAAAAAAAAA/sC9rCvr6ANE/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJza2soSGjBZERGi_K1jWpiCw,Dojo Punta Hermosa,Punta Hermosa,-12.3305081,-76.8283175,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,51981018174,https://www.instagram.com/dojopuntahermosa/,https://www.facebook.com/dojoph/,Dojo Punta Hermosa brinda a toda la comunidad la oportunidad de ejercer practicas multidisciplinarias y culturales.,5,1,https://search.google.com/local/reviews?placeid=ChIJza2soSGjBZERGi_K1jWpiCw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npy6k3kI4gUriSDb-B4XT_2KJAKuQfaog4wxqlCdVK0GCPDPfynw4Xr9UYIu7tYQ6OfTbY2SLd5MUp69Pn5N8M1iPIhvs9BAKmjAYcqMLl5LA-Vabje4jJC5kZhhgR6gZEYMX69=w800-h500-k-no,https://lh4.googleusercontent.com/-5fZZrK447Tk/AAAAAAAAAAI/AAAAAAAAAAA/FZmiEmTYrc8/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJ9QBFvzyfBZERfeRaigDBmh8,Dojo San Bartolo,San Bartolo,-12.3912012,-76.777961,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,51935158768,https://www.instagram.com/sanbartolo.jj/?hl=en,https://www.facebook.com/SanBartolosbr/,Escuela de Artes Marciales en San Bartolo,5,5,https://search.google.com/local/reviews?placeid=ChIJ9QBFvzyfBZERfeRaigDBmh8,https://lh3.googleusercontent.com/p/AF1QipOyWM9uXSHb4J229Y9yKYlP6MzGuqPam0Zx3OZ9=w800-h500-k-no,https://lh6.googleusercontent.com/-DA8ZlKIqL5E/AAAAAAAAAAI/AAAAAAAAAAA/1G11O_5MfDM/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJpbOPHQDPBZERgNhOqhBdNlI,Dream Art Sede Los Olivos,Los Olivos,-12.0046274,-77.06451,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,https://www.instagram.com/dreamart_peru_losolivos/?hl=en,https://www.facebook.com/dreamartxkazoku,¿Te gustaría cambiar tu estilo de vida? Te invitamos a evolucionar juntos. El mejor momento es HOY.,5,1,https://search.google.com/local/reviews?placeid=ChIJpbOPHQDPBZERgNhOqhBdNlI,https://lh3.googleusercontent.com/p/AF1QipPpS8Cup_GivQSHoEe7GImLP3SMQcK33ZuX3ehh=w800-h500-k-no,https://lh4.googleusercontent.com/-0FK4CSYUxec/AAAAAAAAAAI/AAAAAAAAAAA/kR3GRBAOQs0/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJkb7L-yPHBZERvMfhofqs9f0,Dream Art Sede Surco,Santiago de Surco,-12.108864,-76.9717262,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51967000574,https://www.instagram.com/dreamart_peru,https://www.facebook.com/dreamartxkazoku,¿Te gustaría cambiar tu estilo de vida? Te invitamos a evolucionar juntos. El mejor momento es HOY.,5,73,https://search.google.com/local/reviews?placeid=ChIJkb7L-yPHBZERvMfhofqs9f0,https://lh3.googleusercontent.com/p/AF1QipMNrumPNLzIyPtMei87NJSV01vKCSvV6cUPv8yK=w800-h500-k-no,https://lh6.googleusercontent.com/-JqppZQXQAgA/AAAAAAAAAAI/AAAAAAAAAAA/rFaqbhuzteI/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJ_49ZfwC5BZER25WIUu0zge8,Dream Art San Juan de Miraflores,San Juan de Miraflores,-12.1437102,-76.9738876,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51902787543,https://www.instagram.com/dreamart_peru_sanjuan/?hl=en,https://www.facebook.com/dreamartxkazoku,¿Te gustaría cambiar tu estilo de vida? Te invitamos a evolucionar juntos. El mejor momento es HOY.,,,https://search.google.com/local/reviews?placeid=ChIJ_49ZfwC5BZER25WIUu0zge8,https://lh3.googleusercontent.com/p/AF1QipO3eayHH_NrOCP_i_MfgqOv6WdXEzM5UK-uc8qr=w800-h500-k-no,https://lh5.googleusercontent.com/-Cp8wx5m1TLA/AAAAAAAAAAI/AAAAAAAAAAA/Lg-agVYY93U/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJ_x2r75vJBZERgmBgN_FrDIM,Dream Art San Miguel,San Miguel,-12.0680388,-77.0982904,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,https://www.instagram.com/dreamart_peru_sanmiguel/?hl=en,https://www.facebook.com/dreamartxkazoku,¿Te gustaría cambiar tu estilo de vida? Te invitamos a evolucionar juntos. El mejor momento es HOY.,5,11,https://search.google.com/local/reviews?placeid=ChIJ_x2r75vJBZERgmBgN_FrDIM,https://lh3.googleusercontent.com/p/AF1QipNIh8jmb1TxMUOBKwmaCn-CkP4j8wtjxvTd4rNL=w800-h500-k-no,https://lh3.googleusercontent.com/-bfv9KeDYyoQ/AAAAAAAAAAI/AAAAAAAAAAA/kQSDIQJqi44/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJPaZRdMPHBZER5ztEW3DODhQ,El Templo,San Borja,-12.1018526,-76.9961979,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,51977484702,https://www.instagram.com/eltemplo.jj/?hl=en,https://www.facebook.com/ElTemplo.JJ,"Aprende Jiu Jitsu. Enfocados en defensa personal, respeto y humildad.",4.6,10,https://search.google.com/local/reviews?placeid=ChIJPaZRdMPHBZER5ztEW3DODhQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npkoM7SI7ZLaBFFJ6EVpT9J_gYehpcNLT_lGcpU_G8fxh5gT4v5hLxr7J1eZqiBLtDMMqiSSheF9fNsM4jDYr7mp_m8oSEozHkcfhMvm0zHvz-AnNHxDbMc5H-xSZMVSn4JI61W=w800-h500-k-no,,TRUE
ChIJjY4SOaZ1BZERRHxcdzy-H4Y,Adamu MMA,Chilca,-12.5133659,-76.7382538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,51997912551,https://www.instagram.com/adamu.mma/,https://www.facebook.com/people/Adamu-MMA/61555242338472/,"Escuela de artes marciales en Chilca, enfocada al grappling (Jiu Jitsu y Wrestling) y Striking (Muay Thai).",4.9,24,https://search.google.com/local/reviews?placeid=ChIJjY4SOaZ1BZERRHxcdzy-H4Y,https://lh3.googleusercontent.com/p/AF1QipMJkBOQffi3PouDjwOl1nxBaBx1ZWn0XRFTV3N6=w800-h500-k-no,https://lh4.googleusercontent.com/-dxalNzpR-wY/AAAAAAAAAAI/AAAAAAAAAAA/sker28UqoKI/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJBTqvMrvOBZERKOlujH1mxM8,Escuela De Combate RUMBLE,San Martin de Porres,-12.0287975,-77.090943,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,51922377582,https://www.instagram.com/escuela.de.combate.rumble,https://www.facebook.com/p/Escuela-De-Combate-Rumble-100063565067715/,Escuela de combate Rumble,5,28,https://search.google.com/local/reviews?placeid=ChIJBTqvMrvOBZERKOlujH1mxM8,https://lh3.googleusercontent.com/p/AF1QipOxTOY_VQq3EXjvJo3NePpStr7uxmFNvicspg0-=w800-h500-k-no,https://lh5.googleusercontent.com/-6RrVvTFiGJ0/AAAAAAAAAAI/AAAAAAAAAAA/pRtp-ya4FnY/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJ__8gaBnJBZERMs5FSMPbsFg,ESCUELA DE JIUJITSU CARLSON GRACIE TEAM PER√ö,Pueblo Libre,-12.0694676,-77.0636531,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,51997918144,https://www.instagram.com/carlsongracieteamperu/?hl=en,https://www.facebook.com/p/Carlson-Gracie-Team-Per%C3%BA-100083924154735/,"Somos una escuela de jiujitsu brasileño, ayudará a que tu autoestima y control personal mejore de forma exponencial. Decídete y verás el cambio",5,4,https://search.google.com/local/reviews?placeid=ChIJ__8gaBnJBZERMs5FSMPbsFg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9AiCgRhFvE7Y1yk-D9nHVHDVEF1S8ntOX7_E-nDR8lUowqKo7dkZzrbAmjN7V_rqDF3nMBlygB-8kchF0r63fMFV90hJU7Mbo_1RgFnxyj2HoVTZAhyl0uUoWyThWd42-n1oM=w800-h500-k-no,,TRUE
ChIJ3ca_7GfOBZER0kYN24RJ7KY,Escuela Pitbull Artes Marciales Mixtas,Los Olivos,-11.9879921,-77.0802581,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,51930242842,https://www.instagram.com/escuelapitbullmma/?hl=en,https://www.facebook.com/EscuelaPitbulllartesmarcialesmixtas,"Centro de Alto Rendimiento. Boxeo, Luta Livre & MMA. David ""Escorpión"" Iberico",4.6,33,https://search.google.com/local/reviews?placeid=ChIJ3ca_7GfOBZER0kYN24RJ7KY,,,TRUE
ChIJfWAsKx_IBZERt1ZX_T0dxT4,Fight Academy Miraflores,Miraflores,-12.1245778,-77.0310438,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51967195860,https://www.instagram.com/fightacademymiraflores,https://www.facebook.com/people/Fight-Academy-Miraflores/61565059860976/?_rdr,"Domina las artes marciales sin sacrificar tu vida personal. En Fight Academy, te ayudamos a alcanzar tus objetivos en las artes marciales mixtas con un entrenamiento eficiente y enfocado en Boxeo, Muay Thai, Jiu Jitsu & MMA.",4.9,384,https://search.google.com/local/reviews?placeid=ChIJfWAsKx_IBZERt1ZX_T0dxT4,https://lh3.googleusercontent.com/p/AF1QipMvmf4rghdo2BbGZRJ3j1gjlo_e3hT-MMMm7qoA=w800-h500-k-no,https://lh3.googleusercontent.com/-DuXB3JJVJJg/AAAAAAAAAAI/AAAAAAAAAAA/aXYV-sZMgKM/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJ-Y9xE8PFBZERYnNQ_wmVuXg,Fight Club Shogun Escuela de Artes Marciales Mixtas,San Juan de Lurigancho,-12.0055374,-76.992765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,51936971879,,https://www.facebook.com/profile.php?id=61553973726547,"Escuela de artes marciales mixtas, entrena con nosotros Muay Thay, lucha sumision, MMA y box.",4,2,https://search.google.com/local/reviews?placeid=ChIJ-Y9xE8PFBZERYnNQ_wmVuXg,https://lh3.googleusercontent.com/p/AF1QipN0NOfr6SGrKrkV2I34X9WAp8cInnEiMQZ3eTyD=w800-h500-k-no,https://lh4.googleusercontent.com/-eL3_4mhcvLQ/AAAAAAAAAAI/AAAAAAAAAAA/s-ZJaOmt408/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJNwNYneXPBZERvnx_1rWKLmQ,Team Fox BJJ,San Martin de Porres,-12.0179359,-77.0740454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,51976225419,https://www.instagram.com/teamfoxbjj/,https://www.facebook.com/jiujitsulimanorte/mentions/?_rdr,"Escuela de Artes Marciales y Preparacion Fisica del mas alto nivel. Brazilian Jiu Jitsu, MMA & Muay Thai",,,https://search.google.com/local/reviews?placeid=ChIJNwNYneXPBZERvnx_1rWKLmQ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kox02NBxnQqqW3xTznO38Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=320.21985&pitch=0&thumbfov=100,,TRUE
ChIJKesXee25BZERRTPN-SaAGX4,FudoZen Jiu Jitsu,Santiago de Surco,-12.1646596,-76.9901245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51967713492,https://www.instagram.com/fudozen.pe/,,Academia de Brazilian Jiu Jitsu y MMA,5,4,https://search.google.com/local/reviews?placeid=ChIJKesXee25BZERRTPN-SaAGX4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqxzf_j2p7JbwuoXEGK7NB2BWv9gVdK6-P-QEdLxYzFuMr0eSv4ShwfkZMKzBlvKA-I9AZK--PksC5fP51cTKKTQUc0kV5ZcgHGvlrGSqz6RMDlhPKZtimatcGO50z3WNPOeIM=w800-h500-k-no,https://lh5.googleusercontent.com/-oFEXrToBMyg/AAAAAAAAAAI/AAAAAAAAAAA/DO6VNtZw0vc/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJ1YpSKgDJBZERKDmUGecW1nQ,Galera Bjj,Miraflores,-12.127395,-77.0131293,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,https://www.instagram.com/galera_bjj,https://www.facebook.com/profile.php?id=61564328113509,"Mi misión es transmitir a las nuevas generaciones de Jiu Jitseros los valores que representan este deporte: respeto, disciplina, seguridad, compañerismo, resiliencia, autoestima y liderazgo.",5,3,https://search.google.com/local/reviews?placeid=ChIJ1YpSKgDJBZERKDmUGecW1nQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1RgorrzQ0n-D_YV5CHcZl617LUjsc9u9p_Ag9JQKVZ9TDCtlu7G76ex5yD-WRGVp4BZ_kSo-ri1mr-apGtPPOYsSEgcq3mMBLdNkbi8ILOAv2A3zSmxNh1_J4WtXP5a4aPkA=w800-h500-k-no,https://lh6.googleusercontent.com/-uXc8SFJ18_Y/AAAAAAAAAAI/AAAAAAAAAAA/WAxzxjW76w4/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJqT3IfADFBZERiGYMI6Qk8xc,Galpon Fight Club MMA,Ate,-12.0301352,-76.9283328,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51967948401,https://www.instagram.com/galpon.fight.club.mma,https://www.facebook.com/people/Galp%C3%B3n-Fight-Club-MMA/61568997767283/?_rdr,"Galpón Fight Club. MMA, KickBoxing, Boxeo & BJJ",5,26,https://search.google.com/local/reviews?placeid=ChIJqT3IfADFBZERiGYMI6Qk8xc,https://lh3.googleusercontent.com/p/AF1QipPXLuK791Ai9GhASCfObUJolsRtTUlTwkjlqXGi=w800-h500-k-no,https://lh3.googleusercontent.com/-svsTjradqxw/AAAAAAAAAAI/AAAAAAAAAAA/6KVjmS_0SCI/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJEXuVY_i3BZER08CWMOYLlzA,Gaman Peru,Miraflores,-12.1308693,-77.023229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51925674060,https://www.instagram.com/gaman_peru/?hl=en,https://www.facebook.com/p/Gaman-Per%C3%BA-61554081942507/,Academia de Brazilian Jiu Jitsu,5,24,https://search.google.com/local/reviews?placeid=ChIJEXuVY_i3BZER08CWMOYLlzA,https://lh3.googleusercontent.com/p/AF1QipMVUZGwH2nwipTtNyuUmexFCx2bV2cXpHWj_rZc=w800-h500-k-no,https://lh4.googleusercontent.com/-ngyk1_NDlQQ/AAAAAAAAAAI/AAAAAAAAAAA/LBggkTa7jtk/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJEXKqbTO3BZER3euLTELXG_U,Game Fight Sede Chorrillos,Chorrillos,-12.1674056,-77.0191872,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51985681099,https://www.instagram.com/gamefightchorrillos,https://www.facebook.com/people/Game-Fight-Chorrillos/61555715565851/,Escuela de Jiu Jitsu Brasilero,,,https://search.google.com/local/reviews?placeid=ChIJEXKqbTO3BZER3euLTELXG_U,https://lh3.googleusercontent.com/p/AF1QipP6l3tvr5EAY_exrJ28MV6pujDLenHAmsU-YN_T=w800-h500-k-no,https://lh5.googleusercontent.com/-9NOG-MQogVQ/AAAAAAAAAAI/AAAAAAAAAAA/9scLgzo7gKA/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJXfqFUWXHBZERBCWUtdh8OzA,Gentle Art Training Center,San Luis,-12.0798373,-77.0041697,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51992221229,https://www.instagram.com/explore/locations/303742257019823/gentle-art-training-center/,https://www.facebook.com/p/Gentle-Art-Training-Center-100039950585706/,Clases de Brazilian Jiujitsu y entrenamiento funcional,5,5,https://search.google.com/local/reviews?placeid=ChIJXfqFUWXHBZERBCWUtdh8OzA,https://lh3.googleusercontent.com/p/AF1QipPkkaTdUY87I1lmTQmltw3cDHI_mWRsaK3GvkeE=w800-h500-k-no,https://lh3.googleusercontent.com/-A8IIBawofOs/AAAAAAAAAAI/AAAAAAAAAAA/r6gW9yEXXEE/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJOfVTLj_JBZERTUyB_kKhYnc,Gracie Barra Sede San Miguel,San Miguel,-12.0768516,-77.091835,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,51972466436,https://www.instagram.com/graciebarrasanmiguel/,https://www.facebook.com/jiujitsugoshinkai/,Academia Gracie Barra Jiu Jitsu,5,21,https://search.google.com/local/reviews?placeid=ChIJOfVTLj_JBZERTUyB_kKhYnc,https://lh3.googleusercontent.com/p/AF1QipP-9DfZZB4Izlg_WKtlvDEtSCXD5nBxTQXIXNCr=w800-h500-k-no,https://lh6.googleusercontent.com/-MeTy43zlml4/AAAAAAAAAAI/AAAAAAAAAAA/6MHxeeD-c78/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJJ-HrgETHBZERj90CNmOWPh4,Guigo Jiu Jitsu Sede Surco,Santiago de Surco,-12.0965919,-76.9788514,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,51999686114,https://www.instagram.com/guigojjsurco/?hl=en,https://www.facebook.com/guigomonterrico/,"Guigo Perú, Siete veces Campeón Nacional de Jiu Jitsu.",5,11,https://search.google.com/local/reviews?placeid=ChIJJ-HrgETHBZERj90CNmOWPh4,https://lh3.googleusercontent.com/p/AF1QipOxeyo7KDM9xNVzhyqbYZLDLz-xOZSOs6WpnfZB=w800-h500-k-no,https://lh5.googleusercontent.com/-MkjPEQ7BmG0/AAAAAAAAAAI/AAAAAAAAAAA/ALC5rVFupTI/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJIxkhu37HBZEROfIG-FHuJYM,Hippo BJJ Jiu Jitsu,San Borja,-12.108061,-76.9920162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,51999600162,,https://www.facebook.com/TeamHippoBjj,Jiu Jitsu. Clases priuvadas y grupales.,5,6,https://search.google.com/local/reviews?placeid=ChIJIxkhu37HBZEROfIG-FHuJYM,,https://lh5.googleusercontent.com/-T3Wnx6vlecw/AAAAAAAAAAI/AAAAAAAAAAA/V9KXvrXE4KQ/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJN5ZmqUjDBZERfg6CAsw_DIk,Jabali Jiu Jitsu,Chosica,-12.0180868,-76.9152082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51997705831,https://www.instagram.com/jabali.bjj/,https://www.facebook.com/jabali.bjj,Academia de Jiu Jitsu en Huachipa,5,8,https://search.google.com/local/reviews?placeid=ChIJN5ZmqUjDBZERfg6CAsw_DIk,https://lh3.googleusercontent.com/p/AF1QipOlf6Fcxo4wjULoEdK5gYxgk7d6n7Cu-F5CbzA=w800-h500-k-no,https://lh6.googleusercontent.com/-oZodG-G9g44/AAAAAAAAAAI/AAAAAAAAAAA/ueWynlztCJM/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJk8SzSkDOBZERCTZ3zE24RQw,Jungle Fighting Center Sede Los Olivos,Los Olivos,-11.9961337,-77.0643837,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51912902187,https://www.instagram.com/jungle.jfc/?hl=en,https://www.facebook.com/JungleFightingCenter,"Escuela de Artes Marciales Mixtas: Boxeo, Muay Thai, Jiu Jitsu, MMA, Capoeira & Judo",4.9,9,https://search.google.com/local/reviews?placeid=ChIJk8SzSkDOBZERCTZ3zE24RQw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0L5EPZowqz7DiQYfJTiehHlN9sHKwiU_CQSJ16EyX_sbEB780qyhj37ys7BuDRi9aLYDIuXOD3ZxHwkQsHVjHGwEjBW_OzYPsh6269WrW6Vw38f-BLE2B2YWTnXyrjZUDIM9V=w800-h500-k-no,https://lh3.googleusercontent.com/-ugHB-3ASwh8/AAAAAAAAAAI/AAAAAAAAAAA/932FkBJo03k/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJN3QsxCbPBZERgR2YabPmQbA,Jungle Fighting Center Sede Huandoy,Los Olivos,-11.9764746,-77.0827342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51947132222,https://www.instagram.com/jungle.jfc/?hl=en,https://www.facebook.com/JFC.huandoy/,"Escuela de Artes Marciales Mixtas: Boxeo, Muay Thai, Jiu Jitsu, MMA, Capoeira & Judo",,,https://search.google.com/local/reviews?placeid=ChIJN3QsxCbPBZERgR2YabPmQbA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pKNT56Zo4gVOyJCLWeMb7g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=356.10776&pitch=0&thumbfov=100,,TRUE
ChIJVTkYBQy4BZER8Lrs_Th1Gyg,Kami Martial Arts,Santiago de Surco,-12.1347459,-76.9921959,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,51989017185,https://www.instagram.com/kamimartialarts/,https://www.facebook.com/KamiMartialArts/,Kami Martial Arts tiene como misión difundir disciplina y salud a través de distintas artes marciales.,4.9,35,https://search.google.com/local/reviews?placeid=ChIJVTkYBQy4BZER8Lrs_Th1Gyg,,https://lh5.googleusercontent.com/-nogfyiYV4OE/AAAAAAAAAAI/AAAAAAAAAAA/MquvNzHhitc/s44-p-k-no-ns-nd/photo.jpg,TRUE
ChIJb35O-MG5BZER0gm5vyGT7yY,Klandestino Jiujitsu Villa el Salvador,Villa El Salvador,-12.2118687,-76.9355189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51933038090,https://www.instagram.com/klandestinojj/,https://www.facebook.com/p/Klandestino-Jiujitsu-Villa-El-Salvador-100093574603661/,Academia de Jiu Jitsu en Villa el Salvador. Conoce el arte marcial más utilizado y de mejor efectividad.¡Ven y diviértete!,4.9,39,https://search.google.com/local/reviews?placeid=ChIJb35O-MG5BZER0gm5vyGT7yY,https://lh3.googleusercontent.com/p/AF1QipMJUqiTyMX5wlPDUUg63s9pfkSOFPVpmN1acaRi=w800-h500-k-no,https://lh3.googleusercontent.com/-8l5aoRCYPck/AAAAAAAAAAI/AAAAAAAAAAA/YCVxavOtgoM/s44-p-k-no-ns-nd/photo.jpg,TRUE
